Name,Time,Priority,Index
VehicleBoarding,1970-01-01 11:35:00,0.8333333333333334,135
VehicleAlighted,1970-01-01 11:35:00,0.8333333333333334,136
VehicleAlighted,1970-01-01 11:35:00,0.8333333333333334,137
PassengerToBoard,1970-01-01 11:35:00,0.8333333333333334,139
VehicleBoarding,1970-01-01 11:35:00,0.8333333333333334,140
VehicleBoarded,1970-01-01 11:35:00,0.8333333333333334,141
Vehicle Departure,1970-01-01 11:35:00,0.8333333333333334,142
VehicleBoarding,1970-01-01 11:35:00,0.8333333333333334,143
Vehicle Departure,1970-01-01 11:35:00,0.8333333333333334,145
Optimize,1970-01-01 11:35:00,0.9090909090909091,138
EnvironmentUpdate,1970-01-01 11:35:00,0.8333333333333334,147
PassengerAssignment,1970-01-01 11:35:00,0.8333333333333334,148
EnvironmentIdle,1970-01-01 11:35:00,0.8333333333333334,150
PassengerReady,1970-01-01 11:35:00,0.8333333333333334,151
VehicleNotification,1970-01-01 11:35:00,0.8333333333333334,149
RecurrentTimeSyncEvent,1970-01-01 11:35:00,0.999000999000999,132
VehicleArrival,1970-01-01 11:40:00,0.8333333333333334,146
VehicleBoarding,1970-01-01 11:40:00,0.8333333333333334,153
VehicleBoarding,1970-01-01 11:40:00,0.8333333333333334,154
PassengerToBoard,1970-01-01 11:40:00,0.8333333333333334,155
VehicleBoarded,1970-01-01 11:40:00,0.8333333333333334,156
VehicleBoarding,1970-01-01 11:40:00,0.8333333333333334,157
Vehicle Departure,1970-01-01 11:40:00,0.8333333333333334,158
RecurrentTimeSyncEvent,1970-01-01 11:40:00,0.999000999000999,152
VehicleArrival,1970-01-01 11:45:00,0.8333333333333334,159
PassengerAlighting,1970-01-01 11:45:00,0.8333333333333334,161
VehicleAlighted,1970-01-01 11:45:00,0.8333333333333334,162
VehicleBoarding,1970-01-01 11:45:00,0.8333333333333334,163
Vehicle Departure,1970-01-01 11:45:00,0.8333333333333334,164
RecurrentTimeSyncEvent,1970-01-01 11:45:00,0.999000999000999,160
VehicleArrival,1970-01-01 11:50:00,0.8333333333333334,165
PassengerAlighting,1970-01-01 11:50:00,0.8333333333333334,167
VehicleAlighted,1970-01-01 11:50:00,0.8333333333333334,168
VehicleBoarding,1970-01-01 11:50:00,0.8333333333333334,169
RecurrentTimeSyncEvent,1970-01-01 11:50:00,0.999000999000999,166
RecurrentTimeSyncEvent,1970-01-01 11:55:00,0.999000999000999,170
RecurrentTimeSyncEvent,1970-01-01 12:00:00,0.999000999000999,171
RecurrentTimeSyncEvent,1970-01-01 12:05:00,0.999000999000999,172
RecurrentTimeSyncEvent,1970-01-01 12:10:00,0.999000999000999,173
VehicleArrival,1970-01-01 12:15:00,0.8333333333333334,144
VehicleBoarding,1970-01-01 12:15:00,0.8333333333333334,175
RecurrentTimeSyncEvent,1970-01-01 12:15:00,0.999000999000999,174
