ID;origin;destination;nb_passengers;release_time;ready_time;due_time;legs
600322C7F082AB1E51BCA44327072D4BD131F36E_8292;42009;41392;1;55297;55597;57236;[(42009, 41392, 2791567)]
600322C7F082AB1E51BCA44327072D4BD131F36E_8293;41390;42121;1;80873;81173;82098;[(41390, 42121, 2793619)]
600FA077E51563FFE1C2528910315964B8F7BF85_8294;44070;43932;1;58577;58877;59892;[(44070, 43932, 2792264)]
601032F1C63ADBB14419E9FEED4EFE4E0E802CD4_8295;41362;43506;1;33527;33827;35338;[(41362, 43506, 2790278)]
601032F1C63ADBB14419E9FEED4EFE4E0E802CD4_8296;43507;42524;1;55217;55517;57712;[(43507, 41350, 2790538), (41350, 42524, 2790282)]
601032F1C63ADBB14419E9FEED4EFE4E0E802CD4_8297;42524;46503;1;60894;61194;63720;[(42524, 46503, 2792692)]
601032F1C63ADBB14419E9FEED4EFE4E0E802CD4_8298;46501;42523;1;76583;76883;79114;[(46501, 42523, 2791913)]
6017C2EF86B405A135E089BFC4AFE0EAC3407613_8299;43381;43507;1;66353;66653;73180;[(43381, 44070, 2794247), (44163, 43507, 2790469)]
601AD8C9A147FDDBCD8A6D44D2C1046246AD3458_8300;43004;46423;1;24354;24654;27392;[(43004, 46423, 2794508)]
601F66CE7198C685337A3900D2BB761E3C889EA5_8301;42493;42508;1;36547;36847;37616;[(42493, 42508, 2790408)]
602EE0550D586C74C4AFB65EFA29418E1AD47FB1_8302;41955;41647;1;49273;49573;50604;[(41955, 41647, 2791251)]
6033A4FA2760874F38E278DF7CDE290F5C56AC72_8303;43051;43042;1;65234;65534;66238;[(43051, 43042, 2793272)]
60373B66AF9D706448E855A479E08B5FA91EF56F_8304;47031;41858;1;22971;23271;24962;[(47031, 41858, 2793199)]
60379899D262C7AB96644E57B04F3769E8CC43BD_8305;42426;46504;1;57996;58296;60194;[(42426, 46504, 2793584)]
60379899D262C7AB96644E57B04F3769E8CC43BD_8306;46502;42472;1;83586;83886;85546;[(46502, 42472, 2794149)]
6038EEDDCA8BD9DE26DE4FA250721046D9D5D33E_8307;41371;42254;1;23897;24197;26924;[(41371, 41356, 2790309), (42521, 42254, 2790751)]
603BE007341C5AA23CE32E2CFF966EC9BCD6576B_8308;41831;42389;1;22821;23121;25534;[(41831, 42389, 2790492)]
603BE007341C5AA23CE32E2CFF966EC9BCD6576B_8309;42387;42157;1;54511;54811;59768;[(42387, 41843, 2794590), (41831, 42718, 2792452), (42723, 42157, 2790257)]
60466472_8310;46501;41946;1;37336;37636;38434;[(46501, 41946, 2792825)]
60466491_8311;42905;42968;1;48577;48877;50472;[(42905, 42968, 2793766)]
60466499_8312;41813;42715;1;55125;55425;56534;[(41813, 42715, 2790686)]
60466500_8313;41803;41799;1;57410;57710;58434;[(41803, 41799, 2790687)]
605186B6E51BA393608296E1E66E81FC85C6B1CF_8314;41395;41384;1;76929;77229;78902;[(41395, 41384, 2794174)]
60585BD404AED7067D58B6254975D53835D9DCDA_8315;42937;42481;1;41644;41944;45072;[(42937, 42919, 2791751), (43084, 42481, 2792707)]
60585BD404AED7067D58B6254975D53835D9DCDA_8316;41410;41450;1;68002;68302;69806;[(41410, 41450, 2790425)]
605AB92C9ABC62007362BE13C3BA8C286027FF60_8317;43041;41220;1;41984;42284;44224;[(43041, 41220, 2790565)]
605ABF13E9C047D99EF54A07969A9F7FE6D9DD0B_8318;42220;41615;1;65240;65540;67182;[(42220, 41615, 2794357)]
605ACDA193A895020B390EA45AA75D6507CEA162_8319;41140;46423;1;24376;24676;25964;[(41140, 46423, 2790259)]
605DBDFC957EFE02760B26DB06F0A3EAAEED90E7_8320;42489;42481;1;23456;23756;24544;[(42489, 42481, 2790146)]
606C6798D22C02C461A602BCB5847C3E81BFE33B_8321;42092;46033;1;21392;21692;23102;[(42092, 46033, 2792397)]
606C6798D22C02C461A602BCB5847C3E81BFE33B_8322;46498;42093;1;51397;51697;53098;[(46498, 42093, 2792909)]
606C6798D22C02C461A602BCB5847C3E81BFE33B_8323;41385;41340;1;73520;73820;75048;[(41385, 41340, 2794279)]
606DF1E80A9A50C948D90A750CDE2EC030BA1649_8324;41799;46423;1;31525;31825;32564;[(41799, 46423, 2790240)]
60711898ECF09F498EFA3A7FFFBD7CF3879C38DF_8325;42113;41371;1;40877;41177;42402;[(42113, 41371, 2790661)]
6074D74AFAD9B921475C935CAC3A03A3FF2B63F9_8326;42417;41392;1;66669;66969;68562;[(42417, 41392, 2791861)]
60871E2576417FD2BAE0EA90A687EBB0CA7172A6_8327;43147;41339;1;48523;48823;50142;[(43147, 41339, 2790361)]
6098655DBCAF1D1181DBB6C9B2F9939B6EBF4706_8328;42112;41999;1;53390;53690;54834;[(42112, 41999, 2790638)]
609C4E98DF819EDE643CEBEC9ED569CBC9017FDF_8329;41842;46544;1;58919;59219;61814;[(41842, 46544, 2791096)]
609F1093B6929D237DDAF936491CF3680F9B490E_8330;41448;41450;1;55218;55518;56194;[(41448, 41450, 2792060)]
60A7E7A9B3C44FC8F207AFDA6710567793B3626A_8331;41841;41854;1;61566;61866;63841;[(41841, 41846, 2792752), (41846, 41854, 2792606)]
60AA60B746B20CCC7E078D9277CBCD734D9EBA23_8332;43007;41457;1;30533;30833;31794;[(43007, 41457, 2793081)]
60AA60B746B20CCC7E078D9277CBCD734D9EBA23_8333;41456;43008;1;53686;53986;55072;[(41456, 43008, 2790757)]
60B175E92975A6779E74B4C997CBBD9A4E127833_8334;41853;46423;1;30980;31280;33114;[(41853, 46423, 2791304)]
60B175E92975A6779E74B4C997CBBD9A4E127833_8335;47031;41852;1;42383;42683;45140;[(47031, 41852, 2793140)]
60BE848749C3254F1C51E9BDD4AE32D1DB47AFD2_8336;41993;46479;1;26255;26555;27944;[(41993, 46479, 2794676)]
60C43B5DF44E977B865019640F311DFAE6F98EF9_8337;42960;41832;1;36235;36535;42722;[(42960, 41836, 2794554), (42960, 41832, 2794688)]
60C43B5DF44E977B865019640F311DFAE6F98EF9_8338;41831;42961;1;49482;49782;52236;[(41831, 42961, 2792383)]
60C9D4B0A073D92A32C955806DE56A7BC50ADD41_8339;45046;41709;1;29964;30264;34154;[(45046, 41419, 2791021), (41419, 41709, 2790105)]
60C9D4B0A073D92A32C955806DE56A7BC50ADD41_8340;41708;41997;1;54708;55008;57426;[(41708, 41431, 2792123), (42057, 41997, 2790679)]
60D39AB1F262BB5319F735DE9AC17F2289F10090_8341;42453;46628;1;62884;63184;65392;[(42453, 46628, 2790354)]
60D39AB1F262BB5319F735DE9AC17F2289F10090_8342;46629;42455;1;65454;65754;67902;[(46629, 42455, 2791576)]
60D4F07766022C08B7CC870B91E1D1A5FAFBD1DA_8343;48050;45030;1;62187;62487;63430;[(48050, 45030, 2794425)]
60D967BC4FC4DDFBD0E2914AF7E6D6F7BA9123AD_8344;41505;43507;1;42858;43158;44480;[(41505, 43507, 2791262)]
60D967BC4FC4DDFBD0E2914AF7E6D6F7BA9123AD_8345;41800;41813;1;54289;54589;55464;[(41800, 41813, 2792910)]
60DF7F675034829C3EE7C129EB3024B6A614FC2A_8346;43425;41182;1;51459;51759;52786;[(43425, 41182, 2793035)]
60ED80D1E6718052B40D69B2F69CF4CD8BA73A7C_8347;41800;41344;1;51284;51584;52236;[(41800, 41344, 2793582)]
60EDDB6279390C62C41D442E8768702C035D32F4_8348;42458;42457;1;52360;52660;57830;[(42458, 42106, 2791812), (42105, 42457, 2792818)]
60EDDB6279390C62C41D442E8768702C035D32F4_8349;42458;42833;1;70132;70432;73956;[(42458, 42833, 2794303)]
60EDDB6279390C62C41D442E8768702C035D32F4_8350;42832;42457;1;76341;76641;80550;[(42832, 42457, 2794174)]
60EE1D77FB5620B5DA13883A87C409E52B77B428_8351;41910;46423;1;26449;26749;28620;[(41910, 46423, 2792950)]
60EEFF627B389C8E6E2D7CC7E2DF4F1DAEB17868_8352;41857;46443;1;25427;25727;28494;[(41857, 46443, 2793225)]
60FC1B18F4904AC265D4EB73EAE0FDE503FD0B19_8353;41431;41424;1;28656;28956;30062;[(41431, 41424, 2790453)]
60FC1B18F4904AC265D4EB73EAE0FDE503FD0B19_8354;41425;41442;1;43431;43731;44878;[(41425, 41442, 2793399)]
60FE1C7A9715C7D99839FA3C8AEAA87992B7E578_8355;42109;46423;1;28308;28608;30292;[(42109, 42104, 2790493), (42104, 46423, 2794552)]
60FF17AD7F2341E2D93025B75E0EA52D36887FF7_8356;48039;41098;1;48094;48394;50520;[(48039, 41098, 2791762)]
610127976B551424155D8694BA5BB62101F8D579_8357;46116;43372;1;56414;56714;58342;[(46116, 43372, 2794626)]
610127976B551424155D8694BA5BB62101F8D579_8358;41028;46118;1;59050;59350;61200;[(41028, 46118, 2794274)]
61018397DA7C4AD932E0CBA905DE83B9D1C8BFD3_8359;41708;42499;1;59541;59841;62077;[(41708, 41301, 2792177), (46021, 42499, 2794245)]
6101C5F995E8B92A771E1D7B56966F0A63EB1BF7_8360;42870;48150;1;27741;28041;29754;[(42870, 48150, 2792904)]
6101C5F995E8B92A771E1D7B56966F0A63EB1BF7_8361;41519;42831;1;53649;53949;55880;[(41519, 43343, 2794618), (43343, 42831, 2792135)]
61048124A8B7072F064A5817E089BF6B7A4648D2_8362;48050;45028;1;60704;61004;61878;[(48050, 45028, 2792558)]
610608DD933505D380A0269D1FE0C60FDB3DEEF7_8363;42851;42514;1;34072;34372;36966;[(42851, 42514, 2791788)]
610608DD933505D380A0269D1FE0C60FDB3DEEF7_8364;48039;42850;1;42209;42509;43624;[(48039, 42850, 2791050)]
61063820222C5E32F5419A87E2C81ADF60F58767_8365;42515;41424;1;45606;45906;46830;[(42515, 41424, 2790725)]
61063820222C5E32F5419A87E2C81ADF60F58767_8366;41423;41414;1;50702;51002;53268;[(41423, 41460, 2792493), (41263, 41414, 2790757)]
61063820222C5E32F5419A87E2C81ADF60F58767_8367;48039;41824;1;61961;62261;63576;[(48039, 41824, 2792359)]
61063AAE7BAC70C6F878B9ABFC06447B2C6C2D14_8368;42916;46443;1;25267;25567;28404;[(42916, 46443, 2792836)]
61063AAE7BAC70C6F878B9ABFC06447B2C6C2D14_8369;43343;41957;1;44607;44907;45618;[(43343, 41957, 2791635)]
61063AAE7BAC70C6F878B9ABFC06447B2C6C2D14_8370;43343;41957;1;58953;59253;59992;[(43343, 41957, 2790639)]
610918F0F9BC57BF43651015E6E30C22F8643D66_8371;42934;41477;1;22135;22435;24262;[(42934, 41477, 2791043)]
610918F0F9BC57BF43651015E6E30C22F8643D66_8372;41555;42933;1;59899;60199;62826;[(41555, 41468, 2792955), (41468, 42933, 2793827)]
610DC0F0B9BAC6702E1A5CD4CEF89DE7818A4F58_8373;42893;42902;1;25462;25762;26502;[(42893, 42902, 2792158)]
6110C1780ACF5A328ABE2B6671105B841352B7C8_8374;41842;43238;1;28793;29093;30558;[(41842, 43238, 2790571)]
6115EE77F759F24192816E40AA2195D10E24692B_8375;46175;43507;1;25949;26249;28412;[(46175, 43507, 2790772)]
6115EE77F759F24192816E40AA2195D10E24692B_8376;46503;41958;1;42602;42902;44520;[(46503, 41958, 2792024)]
6115EE77F759F24192816E40AA2195D10E24692B_8377;41957;46196;1;52100;52400;54214;[(41957, 46196, 2790330)]
6121B062904FDECAD8B9AD7B7582602DF09BFC44_8378;42514;46470;1;38652;38952;40222;[(42514, 46470, 2790696)]
6121B062904FDECAD8B9AD7B7582602DF09BFC44_8379;43295;42513;1;52872;53172;54502;[(43295, 42513, 2790550)]
6131E80A046F3CBC52EFEF44719C0F0F955E3302_8380;41451;41423;1;29723;30023;31186;[(41451, 41423, 2792474)]
6131E80A046F3CBC52EFEF44719C0F0F955E3302_8381;41426;41450;1;39764;40064;41308;[(41426, 41450, 2793398)]
613A43F132AD68325D367820C1D200100BD96BD0_8382;43343;41950;1;27272;27572;28492;[(43343, 41950, 2790793)]
613C68E855FC09324D54B9A441AFC5E492E999F7_8383;41850;46423;1;30563;30863;32624;[(41850, 46423, 2790543)]
613F4114EEFAC4BB6F399CD53F02971A35682380_8384;41877;47131;1;31419;31719;33888;[(41877, 47131, 2791324)]
613F4114EEFAC4BB6F399CD53F02971A35682380_8385;47031;41875;1;84049;84349;86378;[(47031, 41875, 2794228)]
61440FCEC39C00AE6279C66463403CDD62B0DB6B_8386;41380;46549;1;23531;23831;28294;[(41380, 41339, 2792104), (41800, 46549, 2792502)]
61440FCEC39C00AE6279C66463403CDD62B0DB6B_8387;46552;41391;1;54932;55232;58536;[(46552, 41387, 2793558), (41387, 41391, 2791567)]
614DD015DB060DFD24F61B0BB5047EA7733027D7_8388;41865;41813;1;31056;31356;32408;[(41865, 41813, 2794612)]
614EE42A9E7F92D1F73D9EE5D0DDFE42787D00E5_8389;41395;42123;1;59433;59733;61976;[(41395, 42123, 2793650)]
614F1147A04D76E7298258DFF44D3D7D5969F9D6_8390;41809;43001;1;36372;36672;38744;[(41809, 43001, 2794687)]
614F1147A04D76E7298258DFF44D3D7D5969F9D6_8391;45007;41533;1;49101;49401;50166;[(45007, 41533, 2793555)]
61565359D2690E9BB10740B0A89D30FCF47B513B_8392;42112;42138;1;54650;54950;55962;[(42112, 42138, 2790603)]
615B7FAB403ABBAD42CC1CF53AF3972AE24C895B_8393;43510;42831;1;58778;59078;60282;[(43510, 42831, 2790639)]
6165389572FBCAF1B5611F74ED080E68EFDEF670_8394;41387;41333;1;23656;23956;25376;[(41387, 41333, 2790309)]
61727DBB5ADFC95CEE109756944F9C95AA844F70_8395;41344;41343;1;34721;35021;40904;[(41344, 41353, 2790781), (41354, 41343, 2793000)]
61791A966374DB1E0C74B21811620E4AF2C44A75_8396;44903;43076;1;26713;27013;28410;[(44903, 43076, 2791210)]
61813A3988AEBC5D4D059F7662C9D69B095AA5AB_8397;41857;43922;1;25040;25340;27470;[(41857, 41835, 2790541), (42773, 43922, 2790751)]
6181D7DBF5B69D8C8FA0B0D3F42963611786ABB8_8398;41012;46423;1;20479;20779;22864;[(41012, 46423, 2794179)]
61873477ABD82BC5127AB2EB179D6CC8668DBBE3_8399;41395;41384;1;49371;49671;51394;[(41395, 41384, 2792091)]
619128ED74963347EDBB3391721C0FEFF082122E_8400;41374;41343;1;41449;41749;42848;[(41374, 41343, 2790661)]
6192263387617742C2B76ADDC346504872FD5B6C_8401;41890;46443;1;27165;27465;29954;[(41890, 46443, 2792379)]
619874DA55B7F9975FC8981B94634F92C65761F6_8402;42081;46423;1;28787;29087;30292;[(42081, 46423, 2794552)]
61A6C29F1747298863A8AC1BD2782D061C840B45_8403;41991;41340;1;37666;37966;40255;[(41991, 41340, 2789976)]
61B0D41291DF6F5FB818845C4ECEFB5F356B0883_8404;41798;43983;1;63883;64183;66094;[(41798, 43983, 2791256)]
61B44D872AD7AB3FF4016522827EF18A3D5FF12E_8405;46035;46036;1;59211;59511;60154;[(46035, 46036, 2793343)]
61B87F2856CAFB10C8119EF2434A7FBAD67DAF85_8406;43062;43053;1;61561;61861;62628;[(43062, 43053, 2791182)]
61C01A8C526043188F453B5385687E40123422B8_8407;42458;41371;1;59116;59416;62018;[(42458, 41371, 2794283)]
61C31B4443333A10298D32DE1DEC5C4C42C1BEC9_8408;42196;46423;1;23517;23817;26224;[(42196, 46423, 2791922)]
61C709B0854DA02A2E23A55C9F9B51516280969F_8409;41343;43510;1;57286;57586;58748;[(41343, 43510, 2791567)]
61C709B0854DA02A2E23A55C9F9B51516280969F_8410;43509;41341;1;68805;69105;70318;[(43509, 41341, 2793653)]
61C88F0642D72C18D2618CD4761B201E218EC535_8411;42175;41322;1;31729;32029;35074;[(42175, 41322, 2790278)]
61C88F0642D72C18D2618CD4761B201E218EC535_8412;43509;42411;1;72336;72636;75764;[(43509, 42411, 2793694)]
61CBA5F2BF32C4A444D9C0329DAF3E12000ECF61_8413;41322;46470;1;28435;28735;30440;[(41322, 46470, 2794630)]
61CE69D84E7B6C9DF9B2F6F698CB3B1C0795F828_8414;41914;46444;1;67440;67740;68444;[(41914, 46444, 2793432)]
61CE69D84E7B6C9DF9B2F6F698CB3B1C0795F828_8415;43343;44063;1;76839;77139;78199;[(43343, 44063, 2794077)]
61CEFF20D9AEEA3B5ED2081DEF8493AD1B64E4A5_8416;41275;42854;1;44558;44858;47010;[(41275, 42854, 2791597)]
61CEFF20D9AEEA3B5ED2081DEF8493AD1B64E4A5_8417;42868;43144;1;54590;54890;60844;[(42868, 46304, 2791062), (43343, 44063, 2793009), (44060, 41276, 2793684), (43137, 43144, 2794319)]
61CEFF20D9AEEA3B5ED2081DEF8493AD1B64E4A5_8418;41957;41276;1;70136;70436;71952;[(41957, 41276, 2792180)]
61D0553063AAC4764C06BEFC4E230E073133871D_8419;41835;41808;1;59088;59388;60412;[(41835, 41808, 2791203)]
61D0553063AAC4764C06BEFC4E230E073133871D_8420;41807;41833;1;79216;79516;80644;[(41807, 41833, 2791847)]
61D1B4FDF20CB7FA2CE86A2AFA3577E12CB28C1D_8421;41874;46423;1;21053;21353;23436;[(41874, 46423, 2791956)]
61D1B4FDF20CB7FA2CE86A2AFA3577E12CB28C1D_8422;41860;43170;1;69187;69487;70674;[(41860, 43170, 2794233)]
61D3B5C283FB20F96F2D349B0D15F526C1D362EF_8423;43988;41071;1;32816;33116;33988;[(43988, 41071, 2792270)]
61D58754A28BD200C670C3BBA11A34B1DE948B66_8424;42832;42459;1;29113;29413;33292;[(42832, 42459, 2794585)]
61DC551A269F8C44B9076A691FF7F4261D1A48E6_8425;44063;42580;1;61035;61335;63030;[(44063, 42580, 2793426)]
61DCA33F817BB393517088FFFEBDC6CB1AF44F9E_8426;41395;42107;1;36657;36957;38858;[(41395, 42107, 2791604)]
61DCA33F817BB393517088FFFEBDC6CB1AF44F9E_8427;42109;41322;1;57894;58194;60362;[(42109, 41322, 2792358)]
61E994E93F43F24E63C69D96029F90EEDBAA03F1_8428;43510;42888;1;29679;29979;32630;[(43510, 42888, 2793130)]
61E994E93F43F24E63C69D96029F90EEDBAA03F1_8429;42888;42898;1;64928;65228;65930;[(42888, 42898, 2792672)]
61F1D24CE4B0DD3BE06E2D3DA6B9EC1E43A5E7A4_8430;46596;41941;1;22028;22328;24740;[(46596, 41941, 2791054)]
61F1D24CE4B0DD3BE06E2D3DA6B9EC1E43A5E7A4_8431;41942;46203;1;54430;54730;56656;[(41942, 46203, 2794618)]
61FCBFD420BA51AA0525A7576C530D242E20F031_8432;43509;41363;1;32751;33051;34703;[(43509, 41363, 2789975)]
61FCBFD420BA51AA0525A7576C530D242E20F031_8433;41364;43506;1;48548;48848;50468;[(41364, 43506, 2791060)]
61FE600CAF3044DA9F32784F193F1ADE3E0528CD_8434;42497;42504;1;30713;31013;31688;[(42497, 42504, 2790052)]
62047DF5D3AA59DFF6F8A7FF8F230680BA2246BB_8435;42490;46606;1;53505;53805;55010;[(42490, 46606, 2794167)]
6209F25B69EBAEBE6183A3B4655E48380182AB3F_8436;42647;41946;1;22851;23151;25896;[(42647, 43925, 2793804), (43931, 41946, 2791823)]
6209F25B69EBAEBE6183A3B4655E48380182AB3F_8437;42516;43065;1;59109;59409;60868;[(42516, 43065, 2791195)]
6213001AFFE70B155FEA4A79F8C55B19EC9762E8_8438;43507;42457;1;55212;55512;59635;[(43507, 42457, 2790538)]
6213001AFFE70B155FEA4A79F8C55B19EC9762E8_8439;42450;43506;1;79410;79710;82517;[(42450, 43506, 2790234)]
62171ABA5B8C70EDF1811C5AA38E3F1102A1334F_8440;41877;46275;1;43294;43594;48526;[(41877, 41855, 2790746), (41854, 43001, 2791939), (43001, 46275, 2790754)]
62171ABA5B8C70EDF1811C5AA38E3F1102A1334F_8441;46275;43133;1;51255;51555;54217;[(46275, 41425, 2790318), (43122, 43133, 2791585)]
621A518AA9632A308187E7010E3A782C5D2AA35D_8442;47031;41848;1;61434;61734;63986;[(47031, 41848, 2790190)]
621C9928D32325B61E8033FBD592443E9DE29F7B_8443;41616;48150;1;39337;39637;41882;[(41616, 48150, 2792688)]
622228FFD1E4620420D6CE182ADD3AA12CD8D366_8444;41735;41056;1;41347;41647;42376;[(41735, 41056, 2791114)]
6224FDF3C4D12ECBE06A7E7493D4762E4F838F4D_8445;41502;43240;1;50038;50338;53960;[(41502, 41958, 2791566), (41958, 43240, 2791061)]
6227F618649DB060DEABBAE8D014A4F96D12A3C9_8446;46177;43509;1;26007;26307;28564;[(46177, 43509, 2790772)]
62290340CBADC814BE65EDCAFC95ED1120CFFE62_8447;41349;43506;1;46153;46453;47898;[(41349, 43506, 2791230)]
62290340CBADC814BE65EDCAFC95ED1120CFFE62_8448;43507;41348;1;57646;57946;59326;[(43507, 41348, 2792663)]
622CC38078494A29642FEA79C996767EA10915F0_8449;41813;41839;1;59805;60105;61142;[(41813, 41839, 2791080)]
622CC38078494A29642FEA79C996767EA10915F0_8450;42159;48139;1;70335;70635;72128;[(42159, 48139, 2793310)]
622CC38078494A29642FEA79C996767EA10915F0_8451;41842;41839;1;83205;83505;84835;[(41842, 41839, 2793471)]
622FBB9890C817BD410435CE93FB700FD11299A8_8452;42541;41532;1;59368;59668;61290;[(42541, 46453, 2790963), (46453, 41532, 2791441)]
6230EAAB87ECCB5A630946BAE30FD47F974C3570_8453;42912;41457;1;32652;32952;34872;[(42912, 42889, 2794612), (41549, 41457, 2792334)]
6230EAAB87ECCB5A630946BAE30FD47F974C3570_8454;46620;46471;1;46235;46535;48852;[(46620, 42886, 2794668), (42886, 46471, 2790930)]
6232CA2C0558C0BDDB46667AE062DAE7CF6D678A_8455;46066;46068;1;30174;30474;31218;[(46066, 46068, 2793589)]
62403D241BDDF1C9E742662B232120BD903516DA_8456;41374;42515;1;59284;59584;61922;[(41374, 43510, 2791521), (46018, 42515, 2793170)]
6246E9E1FB725CC6BD1DCFFAFE292D14E53A3602_8457;41708;42812;1;48313;48613;50586;[(41708, 42812, 2790351)]
6246E9E1FB725CC6BD1DCFFAFE292D14E53A3602_8458;46633;41969;1;57136;57436;59673;[(46633, 41302, 2792252), (42515, 41969, 2793661)]
625490741375241C0FE545E622E82FE53297787D_8459;44903;43076;1;76510;76810;78310;[(44903, 43076, 2792221)]
626127F2EBC1205B80758E0499E3018BF1AC8165_8460;43125;43117;1;69572;69872;70646;[(43125, 43117, 2792810)]
62633097D0ADB236F183E9365E1A64890AC74885_8461;43242;42866;1;21057;21357;22566;[(43242, 41279, 2794540), (41279, 42866, 2793095)]
62633097D0ADB236F183E9365E1A64890AC74885_8462;42865;41392;1;32818;33118;34724;[(42865, 41610, 2791189), (42113, 41392, 2793706)]
6264E3435F7EDAD724BA775E182BF9383C77DA03_8463;42099;46033;1;21488;21788;23102;[(42099, 46033, 2792397)]
6264E3435F7EDAD724BA775E182BF9383C77DA03_8464;46498;42100;1;54994;55294;56520;[(46498, 42100, 2794518)]
6266C2C99D8D5E23CCF5CE0083AF69DDB903D3E3_8465;41830;46443;1;26516;26816;28494;[(41830, 46443, 2793225)]
626A56399CA2E4E726BD31A0B65235B499504B0D_8466;41424;41450;1;21771;22071;23344;[(41424, 41450, 2791674)]
626A56399CA2E4E726BD31A0B65235B499504B0D_8467;41451;41423;1;44684;44984;46212;[(41451, 41423, 2790314)]
626B8C82D876871A8C31848E35DFCEE44E0E6939_8468;41853;46423;1;25141;25441;27388;[(41853, 46423, 2790541)]
626B8C82D876871A8C31848E35DFCEE44E0E6939_8469;47031;41852;1;58900;59200;61742;[(47031, 41852, 2791080)]
6271F6156BADBA139FF91DBFD8A10339CDBFBE4E_8470;41913;46088;1;26410;26710;28570;[(41913, 46088, 2792399)]
6271F6156BADBA139FF91DBFD8A10339CDBFBE4E_8471;46069;43343;1;56723;57023;61370;[(46069, 46080, 2793230), (41232, 43343, 2793426)]
6273EC7741F4F541FBEC75EE77746EFBFFEFA13B_8472;41389;41352;1;57644;57944;59398;[(41389, 41352, 2791991)]
6273EC7741F4F541FBEC75EE77746EFBFFEFA13B_8473;41350;41386;1;83950;84250;85534;[(41350, 41386, 2794341)]
62753969_8474;41416;42842;1;19079;19379;21126;[(41416, 42842, 2790414)]
627A1B4155F8C3641FE4B93AC965B828E683D835_8475;43127;46443;1;25976;26276;28160;[(43127, 46443, 2791492)]
6284E3D66D3A5705B9E21234E2108F85CE34B3AE_8476;41799;46423;1;29731;30031;30796;[(41799, 46423, 2790392)]
6286534CEE0FFD82F30296A131FABADE0AAC4E28_8477;42260;41394;1;54907;55207;57630;[(42260, 41394, 2790769)]
6286534CEE0FFD82F30296A131FABADE0AAC4E28_8478;41393;42399;1;67196;67496;71860;[(41393, 42457, 2793050), (42457, 42399, 2794001)]
628A245EF35EE68D671EE4704D5853D62AA21D4B_8479;41853;46423;1;31480;31780;33664;[(41853, 46423, 2790909)]
628CA3A46329006F2896E800300D8470BE822DC1_8480;41096;41957;1;38389;38689;45618;[(41096, 41852, 2791158), (41225, 41957, 2791635)]
6298EC30651A60A04376818C510EDBDBE09D8A6B_8481;46302;41937;1;27436;27736;29554;[(46302, 41937, 2791478)]
6298EC30651A60A04376818C510EDBDBE09D8A6B_8482;41957;45041;1;55618;55918;57810;[(41957, 45041, 2793009)]
629CA6DCCCDEE05B8F1AF0333D06FDCC571FFA47_8483;41533;46443;1;25013;25313;28036;[(41533, 46443, 2791726)]
62A003B1938D6DAA98F9A6EDEC59471132894C02_8484;41700;41894;1;23634;23934;25820;[(41700, 41894, 2794610)]
62A6EDEF14DBCEC72034E284405EFE471669ECA2_8485;42644;42640;1;22910;23210;23846;[(42644, 42640, 2793804)]
62A865FA24CE21FC9D11A590AAC2F2AF63DFF6D4_8486;41275;41958;1;30984;31284;32652;[(41275, 41958, 2792447)]
62A865FA24CE21FC9D11A590AAC2F2AF63DFF6D4_8487;41952;41276;1;41568;41868;43442;[(41952, 41276, 2791596)]
62AB6D8A8F894E6B2B7EC23DCFEC1B9C078FB954_8488;41155;41203;1;55383;55683;56394;[(41155, 41203, 2792496)]
62B2083772627CEB374DB12BEAD06A0D7F3CF1F5_8489;41050;46355;1;63526;63826;67912;[(41050, 46430, 2792534), (46455, 46355, 2793754)]
62B2083772627CEB374DB12BEAD06A0D7F3CF1F5_8490;44161;42832;1;70926;71226;76132;[(44161, 43979, 2792257), (43387, 42832, 2794353)]
62B2083772627CEB374DB12BEAD06A0D7F3CF1F5_8491;41952;46325;1;77338;77638;80032;[(41952, 46325, 2791466)]
62BC031AFFF643F26944600595EEE04521DCEEF4_8492;42397;42380;1;38750;39050;39830;[(42397, 42380, 2791411)]
62BD70C5F67FB0E6B26578B3BF4D76884B310C3E_8493;41950;42933;1;54862;55162;57649;[(41950, 42933, 2793628)]
62C21FF28A98AEDCB7F3529F800B7152133E4297_8494;41918;48139;1;28904;29204;30152;[(41918, 48139, 2792571)]
62C22902530C800503D4419CFB7B2C648C3DDD0D_8495;48139;41952;1;41883;42183;43226;[(48139, 41952, 2791159)]
62C3B0CFF327D83BA23BEBA8BC256C33DF3F72C3_8496;41613;48150;1;24388;24688;27034;[(41613, 48150, 2793704)]
62C3B0CFF327D83BA23BEBA8BC256C33DF3F72C3_8497;48050;41614;1;53926;54226;56384;[(48050, 41614, 2794625)]
62CC2E20456F591446FFA410BFA2CCDE7716BFFB_8498;41991;46628;1;18953;19253;20704;[(41991, 46628, 2793316)]
62CC2E20456F591446FFA410BFA2CCDE7716BFFB_8499;42584;41393;1;67267;67567;68324;[(42584, 41393, 2793632)]
62D0E97C09BB5E8665A8219628CFECE09E1303FB_8500;42489;41454;1;45956;46256;49108;[(42489, 42481, 2791661), (41414, 41454, 2793402)]
62D1CA0CAC03E10B95020B910812C563F2146ADB_8501;42507;42481;1;69384;69684;70656;[(42507, 42481, 2794145)]
62D1CA0CAC03E10B95020B910812C563F2146ADB_8502;42482;42506;1;74882;75182;76174;[(42482, 42506, 2793953)]
